"","Tweets","Category"
"396","set up the autorecharge feature withbasekbaar and never run out of balance for your cab rides again activate now","Positive"
"397","win couple passes to the pushpanjali navratri utsav 2016 in mumbai falguni pathak to perform live details","Positive"
"398","remembering mahatma gandhi on his 147th bih anniversary lets continue on the path of truth amp non violence shown by him gandhijayanti","Positive"
"399","6 months too late for the last one 6 months too soon for the next foolsday
","Negative"
"400","6 months too late for the last one 6 months too soon for the next foolsday
","Negative"
"401","fly to mysoredasara festival in a special jet plane tag a friend with whom you want to flywithola and win 
sta the tagging now","Positive"
"402","find out more here","Negative"
"403","haha unfounately it only works the other way round tag that special person and you may win","Positive"
"404","awesome dheeraj is this your first visit to mysoredasara","Positive"
"405","it will definitely be fun flywithola","Positive"
"406","yes akshay flywithola","Positive"
"407","awesome good luckflywithola","Positive"
"408","first few to fly to be a pa of mysoredasara celebrations flywithola","Negative"
"409","thanks vrushank we have a solution for using your credit card try olamoneys auto recharge","Positive"
"410","finish this newagejoke 
","Negative"
"411","hey hyderabad use code work50 amp get 50 off on your olaprime or olamini rides between 11am amp 5pm happyhours","Positive"
"412","thanks for the shout out vijay stay awesome and have a fabulous week ahead","Positive"
"413","excited to flywitholaour customers vinit and archana on their way to mysoredasara festival","Positive"
"414","ready for the takeoff flywithola mysoredasara","Positive"
"415","touchdown at mysore flywithola","Negative"
"416","this gorgeous machine is flying our customers to mysoredasara everyday you could be here next flywithola","Positive"
"417","experience royalty at mysurudasara come flywithola","Positive"
"418","congrats piyush youre gonna flywithola to mysoredasara wish you and your friend an awesome time at mysore","Positive"
"419","pre book your iphone7 and arrive in style with olalux amp olaprime on the day of the launch","Negative"
"420","hope you have a spectacular flighthave funflywithola","Positive"
"421","this navratri while you dance to the dandiya beats wewillwait
book your ola rental today","Positive"
"422","this navratri book an olarental amp use the code rentals to get upto 400 cashback detailswewillwait","Positive"
"423","pune the donate icon is now available on your ola app donate your unused books toys amp games and bring joy to a classroom joyofgiving","Positive"
"424","hey pune bring some life back into your unused books toys games by donating them to a classroom donate using your ola app joyofgiving","Negative"
"425","everybody is taking an olashare join the fun and take an ola share staing at just 3km

easy on the wallet and the planet","Positive"
"426","thanks hitesh","Positive"
"427","from the scorching sands of the thar dese to the cooling coffee estates of coorgola outstation the cab that takes you places","Negative"
"428","were committed to making commute on indian roads a safer and hassle free experience for all lets do this together","Positive"
"429","we think the words youre looking for are fiscallysma and conscientious","Positive"
"430","enjoying mysoredasara festivities open the ola app amp click on the tonga icon for your complimentary ridemysore","Positive"
"431","a family an ambulance and a terrible traffic jam sometimes we dont like what we see but it paves way for change givewaygivelife","Negative"
"432","this is newtonga in mysore","Negative"
"433","hats off to you for helping make way for ambulance and saving lives day in and day out givewaygivelife","Positive"
"434","thank youfor making way for ambulances in mumbai you help save lives everyday 
givewaygivelife","Positive"
"435","wishing you all the happiness and fulfillment of all your dreams happy dussehra to each one of you from ola","Positive"
"436","rolls out a heawarming campaign urging people to givewaygivelife","Negative"
"437","dhonnobad hope this can reach as many people and stimulate a change","Positive"
"438","magical things happen when people care click here to know more
source india today 
givewaygivelife","Positive"
"439","what do you do when you see an ambulance in your rearview mirror givewaygivelife","Negative"
"440","steering through the isles of sensitivity and sarcasmweaves in a hardhitting message givewaygivelife","Negative"
"441","very osm sir","Positive"
"442","thanks for spreading the wordgivewaygivelife","Positive"
"443","well saidone small act of responsibility can save lives givewaygivelife","Positive"
"444","happy to be a pa of this great road safety initiative respecttheroad and make it safer wisechoice","Positive"
"445","the best coming together to give you the best
join us
bangalore kingfisheroctoberfest steppinoutfoodfestival soff16","Positive"
"446","thanks for spreading the wordgivewaygivelife","Positive"
"447","motorcycle ambulances save lives in the remote areas of chattisgarh kudos on the great innovationgivewaygivelife","Positive"
"448","give your hands a break try booking an ola cab with siri handsfree
now also book your ola ride on apple watch have fun sirigetsola","Positive"
"449","couesy our good friends athere’s a dining extravaganza you don’t want to miss read more","Positive"
"450","we know that some conversations never end and they shouldnt have to
carry on wewillwait olarental","Negative"
"451","google search gets ola now search for your destination on google amp book a cab from the results pagegsearchgetsola","Positive"
"452","welcome to the primelife arun","Positive"
"453","as others have mentioned below it is really the drivers choice also","Positive"
"454","way to go apu with your act of selflessness you have made the world a better place were proud of you","Positive"
"455","stay ahead of the spoilerkingget your own primeride 
olaprimewifi","Positive"
